,,Y
4488,1376.722,5325.87
4489,2329.614,5328.127
4490,1399,5325.964
4491,2307.255,5348.596
4492,2556.117,5348.704
4493,1390.574,5328.907
4494,756.125,5342.946
4495,2579.55,5346.716
4496,1376.689,5337.381
4497,1780.445,5337.264
4498,785.134,5341.822
4499,2362.631,5357.789
4500,2538.399,5354.958
4501,806.841,5357.504
4502,1197.519,5353.481
4503,1766.957,5344.557
4504,2336.846,5345.677
4505,592.382,5353.449
4506,1755.552,5350.988
4507,376.837,5356.475
4508,772.786,5345.607
4509,1743.694,5373.669
4510,1789.866,5350.045
4511,557.727,5364
4512,794.255,5352.575
4513,2521.156,5358.358
4514,342.794,5363.413
4515,779.234,5357.047
4516,2712.017,5368.07
4517,1795.71,5369.06
4518,2190.205,5365.923
4519,2334.906,5368.112
4520,2582.16,5383.721
4521,1763.939,5365.417
4522,2154.827,5370.702
4523,775.654,5368.346
4524,587.413,5370.394
4525,367.327,5367.846
4526,1196.926,5372.745
4527,2512.117,5370.908
4528,356.75,5367.95
4529,1773.996,5379.198
4530,2693.333,5376.843
4531,574.221,5371.756
4532,1224.601,5388.943
4533,377.026,5374.724
4534,2558.472,5395.763
4535,356.118,5376.265
4536,1171.114,5394.24
4537,564.224,5381.367
4538,2196.041,5382.743
4539,365.452,5379.833
4540,2216.457,5401.169
4541,342.347,5396.37
4542,575.233,5380.833
4543,2511.556,5385.807
4544,382.749,5395.029
4545,583.091,5381.636
4546,1186.725,5382.3
4547,2523.989,5395.619
4548,2537.683,5405.717
4549,351.797,5388.23
4550,381.75,5382.75
4551,591.203,5397.779
4552,1208,5384.167
4553,2179.649,5393.329
4554,2681.291,5396.823
4555,371.45,5386.35
4556,556.89,5411.535
4557,560.016,5392.934
4558,1184.357,5390.255
4559,1195.941,5389.029
4560,581.406,5389.562
4561,1211.119,5394.055
4562,574.088,5393.971
4563,2155.325,5414.802
4564,2698.137,5416.59
4565,1191.818,5398.023
4566,570.342,5400.763
4567,2175.703,5412.713
4568,2662.383,5411.578
4569,1202.031,5410.913
4570,2018.506,5414.104
4571,2721,5423.618
4572,2639.536,5423.851
4573,2194.063,5434.25
4574,1999.036,5435.27
4575,2665.74,5431.588
4576,2037.813,5439.882
4577,1652.856,5446.494
4578,1006.322,5435.957
4579,1620.5,5441.34
4580,2636.69,5440.493
4581,2695.945,5451.821
4582,2675.256,5449.798
4583,1011.42,5452.505
4584,986.133,5466.736
4585,1639.28,5450.161
4586,2644.296,5457.09
4587,1040.687,5466.018
4588,1995.892,5461.683
4589,2023.319,5463
4590,1611.679,5461.488
4591,1629.088,5461.816
4592,2043.391,5464.64
4593,1644.9,5461.977
4594,1610.213,5484.812
4595,2654.226,5473.793
4596,1024.382,5463.618
4597,2397.555,5478.88
4598,1012.959,5466.284
4599,2424.753,5479.237
4600,2673.269,5480.837
4601,1001.932,5468.041
4602,2007.65,5479.232
4603,1023.94,5473.952
4604,1652.673,5480.795
4605,1622.245,5475.835
4606,1001.864,5474.409
4607,2049.105,5485.301
4608,1004.149,5484.162
4609,1017.483,5484.05
4610,1030.3,5482.687
4611,1639.225,5490.672
4612,2033.218,5504.947
4613,1015.573,5502.552
4614,2388.118,5499.081
4615,825.628,5498.849
4616,1479.609,5516.27
4617,1011.554,5491.23
4618,2435.393,5505.684
4619,2578.601,5508.281
4620,2536.676,5501.352
4621,2558.026,5507.662
4622,1445.493,5503.909
4623,1842.029,5512.66
4624,1871.054,5517.003
4625,2394.001,5521.92
4626,2528.368,5518.032
4627,860.377,5526.344
4628,1464.595,5514.378
4629,1450.266,5515.436
4630,831.71,5515.909
4631,2420.534,5536.283
4632,659.766,5531.083
4633,807.395,5533.438
4634,615.854,5536.194
4635,1424.423,5535.874
4636,1438.445,5520.731
4637,2547.617,5534.406
4638,842.63,5525.326
4639,1465.275,5528.538
4640,827.864,5528.439
4641,1856.986,5534.102
4642,2575.892,5534.975
4643,642.873,5535.534
4644,1443.788,5533.095
4645,1840.2,5541.105
4646,1875.827,5535.93
4647,2518.885,5538.346
4648,453.292,5543.725
4649,841.222,5536.82
4650,827.747,5541.457
4651,1463.339,5541.372
4652,2564.198,5547.326
4653,633.02,5542.38
4654,1449.071,5548.796
4655,1887.445,5560.748
4656,423.631,5562.867
4657,654.727,5547.159
4658,2521.707,5556.208
4659,1851.229,5555.688
4660,627.833,5550.643
4661,639,5552.5
4662,660.763,5569.067
4663,1864.907,5570.699
4664,1301.11,5567.626
4665,653.717,5556.978
4666,612.852,5576.829
4667,2552.097,5563.063
4668,452.998,5561.603
4669,624,5558.029
4670,1255.085,5562.687
4671,634.917,5560.5
4672,644.57,5564.021
4673,469.592,5580.633
4674,623.986,5565.824
4675,632.207,5568.11
4676,1277.791,5567.155
4677,2522.89,5575.884
4678,2282.789,5575.463
4679,439.5,5571.051
4680,638.692,5572.808
4681,2540.259,5578.431
4682,1848.591,5576.736
4683,2265.963,5584.149
4684,1264.393,5576.033
4685,2307.443,5583.775
4686,449.192,5573.808
4687,1256.724,5590.132
4688,1273,5573.5
4689,1290.762,5578.413
4690,1277.54,5579.1
4691,433.883,5580.032
4692,449.957,5584.014
4693,439.238,5589.543
4694,2319.849,5609.842
4695,434.73,5604.525
4696,1268.845,5587.776
4697,1276,5586
4698,2522.3,5595.967
4699,1283.818,5597.313
4700,2264.9,5604.837
4701,1690.623,5614.816
4702,2581.716,5611.705
4703,2280.251,5623.702
4704,2561.297,5613.196
4705,2469.014,5625.549
4706,2160.5,5608.5
4707,2601.086,5622.006
4708,1734.177,5626.793
4709,1082.84,5620.379
4710,2490.883,5635.651
4711,1048.62,5637.396
4712,2444.164,5627.098
4713,1702.706,5624.661
4714,2545.366,5628.444
4715,1062.375,5624.45
4716,1104.923,5645.758
4717,2428.129,5635.165
4718,2572.547,5637.113
4719,1073.318,5627.045
4720,1721.905,5632.666
4721,1085.469,5632.156
4722,2530.452,5642.021
4723,2609.033,5641.725
4724,1064.352,5635.389
4725,1708.239,5638.913
4726,1691.439,5643.719
4727,1074.2,5637.6
4728,1685.671,5661.538
4729,1728.71,5648.178
4730,2107.049,5648.146
4731,2414.765,5647.901
4732,1085.097,5645.032
4733,2584.503,5658.839
4734,1079.241,5658.127
4735,1064.821,5647.858
4736,2554.194,5654.031
4737,2090.81,5657.724
4738,2445.683,5661.757
4739,2133.759,5674.247
4740,2462.564,5668.24
4741,1706.629,5659.003
4742,2609.582,5660.223
4743,2529.959,5658.544
4744,1733.094,5669.823
4745,2205.5,5655.5
4746,2411.806,5671.113
4747,2390.5,5659.5
4748,2559.122,5669.762
4749,2482.5,5661.5
4750,2478.608,5681.091
4751,2091.098,5680.223
4752,2529.619,5673.854
4753,587.5,5666.5
4754,2603.585,5675.433
4755,1716.955,5682.356
4756,2592.582,5686.459
4757,2425.87,5693.186
4758,2559.549,5690.261
4759,2577.996,5695.842
4760,2537.772,5688.474
4761,2109.669,5701.61
4762,2442.303,5704.316
4763,912.45,5705.166
4764,2466.937,5705.396
4765,1971.241,5706.325
4766,1930.69,5700.961
4767,1499.296,5705.611
4768,1533.276,5722.031
4769,885.579,5735.984
4770,1903.72,5733.213
4771,1467.505,5732.584
4772,2574.5,5709.5
4773,1929.171,5723.929
4774,1499.09,5719.295
4775,1521.625,5714.75
4776,1950.109,5722.189
4777,1513.314,5720.025
4778,940.109,5739.076
4779,1485.606,5722.734
4780,1523.611,5723.167
4781,1966.352,5744.042
4782,909.102,5730.508
4783,926.5,5728.5
4784,1514.82,5731.706
4785,1492.321,5731.833
4786,921.094,5734.344
4787,1925.233,5745.539
4788,931,5739.214
4789,1515.494,5745.358
4790,2315.209,5747.649
4791,1497.175,5747.648
4792,905.278,5740.056
4793,917.618,5742.618
4794,2340.43,5759.425
4795,1945.761,5765.408
4796,907.592,5752.1
4797,719.729,5767.027
4798,522.934,5770.342
4799,2310.982,5768.296
4800,914.095,5771.489
4801,1351.81,5786.204
4802,673.8,5777.619
4803,677.5,5761.5
4804,1323.86,5768.431
4805,2360.473,5777.204
4806,1298.112,5790.11
4807,1313.909,5778.457
4808,1331.077,5779.75
4809,712.793,5779.717
4810,698.54,5781.18
4811,2309.19,5798.593
4812,554.539,5809.298
4813,686.603,5788.914
4814,500.827,5804.192
4815,525.075,5802.219
4816,713.73,5791.407
4817,726.674,5806.617
4818,2331.328,5806.917
4819,2355.061,5805.602
4820,699.611,5791.056
4821,1306.138,5795.789
4822,1332.349,5794.764
4823,706.142,5801.776
4824,510.5,5799.233
4825,684.771,5805.081
4826,520.823,5803.694
4827,1326.5,5806.396
4828,491.5,5803.5
4829,677.431,5824.284
4830,1314.114,5814.122
4831,1313.896,5806.792
4832,1796.564,5817.356
4833,514.048,5811.911
4834,698.443,5812.1
4835,533.978,5814.391
4836,1784.509,5820.521
4837,1821.872,5835.312
4838,1768.652,5830.452
4839,531.948,5823.397
4840,528.215,5848.835
4841,1751.649,5837.638
4842,1788.546,5839.862
4843,1147.791,5839.17
4844,1737.939,5854.866
4845,1185.22,5857.817
4846,1120.541,5861.7
4847,1166.792,5846.875
4848,1140.553,5848.684
4849,1157.094,5850.688
4850,1762.464,5854.241
4851,1796.046,5863.98
4852,1144.205,5858.829
4853,1169.397,5856.423
4854,1161.397,5868.169
4855,1773.022,5873.256
4856,951.606,5893.128
4857,1143.135,5878.76
4858,1738.5,5876.5
4859,1969.5,5881.5
4860,1574.083,5908.799
4861,1624.1,5919.778
4862,924.328,5926.581
4863,1182.5,5910.5
4864,982.687,5935.404
4865,951.846,5920.135
4866,1594.176,5915.853
4867,1580.437,5925.321
4868,1552.5,5918.5
4869,1552.765,5946.393
4870,1598.5,5919.5
4871,1603.184,5933.055
4872,1566.141,5931.837
4873,955.81,5946.293
4874,947.722,5931.722
4875,957.326,5934.37
4876,946.679,5940.038
4877,1562.75,5942.3
4878,1578.159,5945.632
4879,1609.708,5957.679
4880,1586.895,5968.705
4881,933.19,5969.266
4882,1572.5,5957.167
4883,1431.124,5987.056
4884,719.341,5993.588
4885,762.609,5980.774
4886,1387.196,5997.832
4887,781.765,6009.119
4888,1415.769,6006.702
4889,751.216,5993.534
4890,740.567,5990.967
4891,762,5993.5
4892,764.5,5994.5
4893,737.125,5998.781
4894,763.569,6001.81
4895,949.5,5998.5
4896,739.705,6013.8
4897,748.99,6003.049
4898,1398.247,6014.601
4899,740.118,6008.647
4900,754.716,6010.865
4901,1371.967,6037.979
4902,1381.227,6021.182
4903,739.651,6031.38
4904,1419.42,6041.818
4905,1415.172,6027.943
4906,1396.265,6030.85
4907,532.5,6035.5
4908,1364.5,6053.5
4909,1236.128,6076.453
4910,1193.226,6081.828
4911,1218.848,6080.152
4912,1222.135,6090.789
4913,1230.737,6096.675
4914,1206.719,6095.034
4915,1198.5,6095
4916,1230.203,6115.547
4917,1184.854,6120.313
4918,1196.38,6101.54
4919,1216.242,6105.86
4920,1197,6109.286
4921,1205.636,6111.386
4922,1214.929,6114.214
